"date","value","topic","variable_short","variable_long","location","unit","source","update","public","description"
"20200301 20200405",17055,"Wirtschaft","kum_kurzarbeitzh_bew_betrieb_bis_5april","Kumuliertes Total Bewilligte Voranmeldungen Kurzarbeit Betriebe bis 5 April 2020","ZH","Anzahl","Amt für Wirtschaft und Arbeit Kanton Zürich","täglich","ja","https://github.com/statistikZH/covid19monitoring_economy_AWA"
"20200301 20200405",169431,"Wirtschaft","kum_kurzarbeitzh_bew_arbeitn_bis_5april","Kumuliertes Total Bewilligte Voranmeldungen Kurzarbeit voraussichtlich betroffene Arbeitn. bis 5. April 2020","ZH","Anzahl","Amt für Wirtschaft und Arbeit Kanton Zürich","täglich","ja","https://github.com/statistikZH/covid19monitoring_economy_AWA"
